SalePrice,OverallQual,GrLivArea,ExterQual,SimplOverallQual,KitchenQual,GarageCars,GarageArea,SimplExterQual,TotalBsmtSF,1stFlrSF
205000,7,1964,3,3,3,2,483,1,803,1098
129900,5,816,3,2,3,1,308,1,816,816
134500,5,1008,3,2,4,1,240,1,1008,1008
117000,5,833,3,2,4,1,326,1,833,833
318000,8,1734,4,3,5,3,928,2,1734,1734
184100,8,1419,4,3,4,2,527,2,408,779
130000,5,894,3,2,4,2,450,1,894,894
140000,5,1601,3,2,3,1,300,1,533,1021
133700,5,1040,3,2,3,1,286,1,1040,1040
118400,6,1012,3,2,3,1,308,1,1012,1012
212900,7,1552,4,3,4,3,782,2,1552,1552
112000,4,960,3,2,3,1,288,1,672,960
118000,5,698,3,2,3,0,0,1,698,698
163900,7,1482,3,3,4,2,392,1,384,812
115000,4,1005,3,2,2,2,672,1,1005,1005
174000,7,1555,4,3,4,3,660,2,1373,1555
259000,7,1530,4,3,4,3,630,2,1530,1530
215000,7,1959,4,3,4,2,434,2,847,847
140000,5,936,3,2,3,2,672,1,936,936
135000,4,1981,3,2,4,2,576,1,1122,1328
93500,5,974,3,2,3,0,0,1,974,974
117500,6,2210,3,2,2,1,205,1,1008,1178
239500,8,2020,4,3,4,2,466,2,1128,1142
169000,6,1600,3,2,3,2,460,1,916,916
102000,6,986,3,2,3,1,180,1,960,986
119000,6,1252,3,2,3,1,288,1,1032,1032
94000,5,1020,3,2,3,0,0,1,780,780
196000,6,1567,3,2,4,2,714,1,1567,1567
144000,5,1167,3,2,3,2,495,1,915,1167
139000,5,952,3,2,3,2,840,1,952,952
197500,5,1868,3,2,4,2,484,1,780,1088
424870,8,2828,4,3,4,3,1052,2,1466,1466
80000,5,1006,3,2,3,0,0,1,1006,1006
80000,4,924,3,2,2,1,280,1,672,672
149000,5,1576,3,2,3,1,225,1,1042,1042
180000,6,1298,4,2,4,2,403,2,1298,1298
174500,7,1564,3,3,2,1,234,1,704,860
116900,7,1111,3,3,3,1,288,1,572,572
143000,7,1482,3,3,3,2,324,1,650,832
124000,6,932,3,2,4,1,306,1,932,932
149900,5,1466,3,2,2,2,528,1,1466,1466
230000,6,1811,3,2,5,2,470,1,1073,1811
120500,6,816,4,2,3,1,432,2,816,816
201800,7,1820,3,3,4,2,492,1,864,902
218000,5,1437,4,2,4,2,528,2,1437,1437
179900,5,1265,3,2,4,2,502,1,1219,1265
230000,7,1314,4,3,4,2,626,2,1314,1314
235128,8,1580,4,3,4,3,830,2,1580,1580
185000,6,1876,4,2,4,2,540,2,901,943
146000,6,1456,3,2,3,2,440,1,855,855
224000,6,1640,4,2,4,2,924,2,1296,1640
129000,5,894,3,2,3,2,450,1,894,894
108959,4,1258,3,2,3,2,400,1,1198,1258
194000,5,1432,3,2,4,2,588,1,1360,1432
233170,7,1502,4,3,4,2,644,2,1502,1502
245350,8,1694,4,3,4,3,776,2,1694,1694
173000,6,1671,3,2,3,2,472,1,959,959
235000,6,2108,3,2,4,2,540,1,1127,1236
625000,10,3627,4,3,4,3,807,2,1930,1831
171000,6,1118,3,2,3,1,358,1,1096,1118
163000,6,1261,3,2,3,2,433,1,1261,1261
171900,7,1250,4,3,4,2,625,2,625,625
200500,5,3086,3,2,5,0,0,1,1598,1636
239000,6,2345,3,2,3,2,360,1,952,1170
285000,8,2872,4,3,4,2,541,2,1683,2129
119500,5,923,3,2,3,1,264,1,876,923
115000,6,1224,3,2,3,1,210,1,818,818
154900,5,1343,3,2,3,1,186,1,731,820
93000,5,1124,3,2,3,0,0,1,0,1124
250000,7,2514,3,3,3,2,693,1,1216,1298
392500,8,1652,5,3,4,2,482,2,1600,1652
745000,10,4476,4,3,5,3,813,2,2396,2411
120000,5,1130,3,2,3,2,720,1,1120,1130
186700,5,1572,3,2,3,3,995,1,1572,1572
104900,5,1221,3,2,3,1,392,1,784,949
95000,3,1699,3,1,3,2,420,1,978,1014
262000,8,1624,4,3,4,3,757,2,1624,1624
195000,7,1660,4,3,4,2,493,2,831,831
189000,7,1804,3,3,4,2,442,1,994,1028
168000,4,1622,3,2,3,4,1356,1,1249,1622
174000,8,1441,4,3,4,2,492,2,776,764
125000,5,1472,3,2,4,1,250,1,702,842
165000,6,1224,3,2,3,2,402,1,1224,1224
158000,6,1352,3,2,3,1,299,1,663,663
176000,6,1456,3,2,4,2,400,1,728,728
219210,7,1863,4,3,4,3,660,2,879,879
144000,7,1690,3,3,3,1,225,1,815,815
178000,7,1212,4,3,4,2,573,2,1212,1212
148000,4,1382,3,2,3,2,459,1,1051,1382
116050,4,864,3,2,3,1,280,1,864,864
197900,7,1779,3,3,4,2,546,1,866,866
117000,5,1348,3,2,3,1,216,1,884,884
213000,7,1630,4,3,4,2,451,2,1630,1630
153500,5,1074,3,2,3,2,495,1,1056,1074
271900,7,2196,4,3,4,3,701,2,2158,2196
107000,4,1056,3,2,3,1,384,1,1056,1056
200000,6,1700,4,2,4,2,544,2,1682,1700
140000,5,1283,3,2,3,2,506,1,931,1283
290000,8,1660,4,3,4,2,500,2,1660,1660
189000,6,1845,4,2,4,2,462,2,1055,1055
164000,8,1752,4,3,3,2,492,2,559,1080
113000,4,672,3,2,3,1,234,1,672,672
145000,4,960,3,2,3,1,364,1,648,960
134500,5,999,3,2,3,1,300,1,925,999
125000,5,894,3,2,3,1,384,1,894,894
112000,6,1902,3,2,3,2,539,1,0,1318
229456,8,1314,4,3,4,2,552,2,1300,1314
80500,4,912,3,2,3,0,0,1,0,672
91500,6,1218,3,2,3,0,0,1,672,672
115000,5,912,3,2,3,1,288,1,912,912
134000,5,1211,3,2,3,1,322,1,952,1211
143000,6,1846,3,2,3,1,315,1,1040,1168
137900,5,2136,3,2,3,2,528,1,2136,2136
184000,7,1490,4,3,4,2,388,2,788,788
145000,6,1138,3,2,3,1,264,1,588,1138
214000,6,1933,4,2,4,3,668,2,894,894
147000,5,912,3,2,4,2,576,1,912,912
367294,9,1702,5,3,5,3,1052,2,1702,1702
127000,5,1507,3,2,3,1,404,1,1075,1507
190000,5,2620,3,2,3,2,600,1,1361,1361
132500,5,1190,3,2,3,2,540,1,1106,1190
101800,4,1224,3,2,3,2,462,1,0,1224
142000,5,1188,3,2,3,2,531,1,1188,1188
130000,5,1964,3,2,3,0,0,1,940,1024
138887,5,1784,3,2,3,1,180,1,747,892
175500,7,1626,4,3,4,2,474,2,764,764
195000,7,1948,4,3,4,2,434,2,847,847
142500,6,1141,4,2,3,2,484,2,1141,1141
265900,8,1484,4,3,5,2,472,2,1476,1484
224900,7,1768,4,3,4,2,543,2,884,884
248328,7,1689,4,3,4,3,954,2,1689,1689
170000,7,1173,3,3,4,2,528,1,1053,1173
465000,10,2076,5,3,5,3,850,2,2076,2076
230000,8,1517,3,3,4,2,400,1,792,792
178000,6,1868,3,2,3,2,477,1,585,1140
186500,7,1553,4,3,4,2,615,2,756,756
169900,6,1034,3,2,3,3,888,1,1012,1034
129500,6,2058,3,2,3,2,396,1,735,1134
119000,5,988,3,2,3,1,276,1,876,988
244000,7,2110,4,3,5,2,522,2,2110,2110
171750,7,1405,4,3,4,2,478,2,1405,1405
130000,5,874,3,2,3,1,288,1,864,874
294000,7,2167,4,3,4,2,518,2,1192,1516
165400,7,1656,4,3,4,2,397,2,746,760
127500,6,1367,3,2,3,1,560,1,884,959
301500,8,1987,4,3,4,2,691,2,1986,1987
99900,5,864,3,2,3,0,0,1,864,864
190000,7,1166,4,3,4,2,400,2,856,1166
151000,6,1054,3,2,3,2,460,1,1054,1054
181000,6,1675,3,2,3,2,502,1,841,892
128900,5,1050,3,2,3,1,338,1,1050,1050
161500,4,1788,3,2,3,1,304,1,1104,1104
180500,6,1824,3,2,3,2,520,1,764,1060
181000,6,1337,4,2,4,2,511,2,1405,1337
183900,7,1452,4,3,4,2,506,2,691,713
122000,7,1889,2,3,3,1,308,1,925,964
378500,9,2018,5,3,5,3,746,2,2002,2018
381000,8,3447,3,3,4,3,1014,1,728,1968
144000,5,1524,3,2,3,1,315,1,874,874
260000,7,1524,4,3,4,2,586,2,1332,1332
185750,6,1489,3,2,4,2,462,1,1489,1489
137000,5,935,3,2,3,1,288,1,935,935
177000,6,1357,3,2,5,1,312,1,1019,1357
139000,5,1250,3,2,3,2,552,1,661,661
137000,5,1920,3,2,3,2,400,1,928,928
162000,6,1395,3,2,3,2,497,1,723,735
197900,6,1724,3,2,3,2,480,1,1680,1724
237000,8,2031,4,3,4,2,577,2,1128,1128
68400,4,1128,3,2,3,2,528,1,698,698
227000,7,1573,4,3,4,2,544,2,1573,1573
180000,7,1339,3,3,3,2,484,1,1309,1339
150500,5,1040,3,2,4,2,484,1,1040,1040
139000,6,1824,3,2,3,0,0,1,912,912
169000,6,2447,3,2,4,1,336,1,804,1699
132500,6,1412,3,2,3,1,280,1,780,825
143000,6,1328,3,2,3,2,528,1,1328,1328
190000,5,1582,3,2,3,2,390,1,1624,1582
278000,8,1659,4,3,5,2,499,2,1501,1659
281000,8,1970,4,3,5,3,753,2,1085,1120
180500,5,1152,3,2,3,2,484,1,1152,1152
119500,5,1302,3,2,3,1,264,1,630,630
107500,5,2372,3,2,3,1,432,1,994,1378
162900,7,1664,3,3,3,2,528,1,832,832
115000,5,864,3,2,3,2,572,1,864,864
138500,5,1052,3,2,3,1,288,1,1052,1052
155000,5,1128,3,2,3,2,525,1,1120,1128
140000,6,1072,3,2,3,2,525,1,547,1072
160000,10,5642,5,3,5,2,1418,2,6110,4692
154000,5,1246,3,2,4,1,305,1,1246,1246
225000,7,1983,4,3,4,2,490,2,978,1005
177500,6,1494,3,2,4,1,213,1,771,753
290000,8,2526,4,3,4,3,844,2,1165,1203
232000,7,1616,4,3,4,3,834,2,1616,1616
130000,7,1708,4,3,4,2,380,2,976,976
325000,9,1652,4,3,5,2,840,2,1652,1652
202500,7,1368,4,3,4,2,474,2,1368,1368
138000,5,990,3,2,3,2,480,1,990,990
147000,5,1122,3,2,4,2,528,1,924,1122
179200,6,1294,3,2,4,2,496,1,1278,1294
335000,7,1902,4,3,5,2,567,2,1902,1902
203000,7,1274,4,3,4,2,508,2,1274,1274
302000,8,2810,4,3,4,2,750,2,1453,1453
333168,9,2599,4,3,4,3,779,2,1393,1422
119000,4,948,3,2,3,1,280,1,948,948
206900,6,2112,3,2,3,2,576,1,952,1092
295493,8,1630,4,3,5,3,860,2,1622,1630
208900,7,1352,4,3,4,2,466,2,1352,1352
275000,8,1787,4,3,4,3,748,2,1753,1787
111000,4,948,3,2,3,1,248,1,864,948
156500,6,1478,3,2,3,2,442,1,1478,1478
72500,3,720,3,1,3,1,287,1,0,720
190000,7,1923,4,3,4,2,564,2,750,1061
82500,4,708,2,2,2,0,0,1,420,708
147000,8,1795,4,3,4,3,895,2,1795,1795
55000,4,796,3,2,3,0,0,1,796,796
79000,3,774,3,1,4,0,0,1,544,774
130500,5,816,4,2,4,1,264,2,816,816
256000,6,2792,4,2,3,2,520,2,1510,1584
176500,7,1632,3,3,3,2,462,1,935,955
227000,8,1588,4,3,4,3,825,2,1588,1588
132500,5,954,3,2,3,2,576,1,911,954
100000,4,816,3,2,3,1,288,1,816,816
125500,5,1360,3,2,4,1,297,1,803,803
125000,5,1365,3,2,3,2,440,1,765,765
167900,6,1334,3,2,3,2,630,1,1350,1334
135000,5,1656,3,2,3,2,506,1,1656,1656
52500,4,693,3,2,2,0,0,1,693,693
200000,7,1861,4,3,4,2,492,2,916,920
128500,5,864,3,2,3,1,288,1,864,864
123000,4,872,3,2,3,4,480,1,858,872
155000,6,1114,3,2,4,2,576,1,1114,1114
228500,8,2169,4,3,4,2,647,2,1284,1284
177000,6,1913,3,2,3,2,342,1,896,1172
155835,7,1456,4,3,4,2,440,2,728,728
108500,4,960,3,2,2,1,308,1,960,960
262500,7,2156,3,3,3,2,508,1,1568,2156
283463,8,1776,4,3,4,3,712,2,1732,1776
215000,7,1494,4,3,4,2,514,2,1482,1494
122000,8,2358,3,3,3,0,0,1,684,938
200000,5,2634,3,2,3,4,968,1,1248,1338
171000,6,1716,3,2,3,2,490,1,858,858
134900,6,1176,4,2,3,2,624,2,698,786
410000,8,3238,4,3,4,3,666,2,2033,2053
235000,7,1865,4,3,4,3,839,2,992,992
170000,7,1920,3,3,4,2,487,1,570,1222
110000,5,892,3,2,3,1,264,1,864,892
149900,5,1078,3,2,3,2,500,1,1078,1078
177500,6,1573,4,2,4,2,440,2,756,769
315000,9,1980,4,3,5,3,770,2,1980,1980
189000,5,2601,3,2,3,2,621,1,612,990
260000,7,1530,4,3,4,2,430,2,1530,1530
104900,4,1738,3,2,3,1,368,1,715,1281
156932,6,1412,3,2,4,2,432,1,616,616
144152,7,1200,4,3,4,2,480,2,600,520
216000,7,1674,4,3,4,2,663,2,814,814
193000,7,1790,4,3,4,2,588,2,873,882
127000,5,1475,3,2,3,1,336,1,757,925
144000,6,848,4,2,4,2,420,2,848,848
232000,8,1668,4,3,4,2,502,2,1657,1668
105000,4,1374,2,2,3,1,338,1,840,840
165500,6,1661,3,2,4,1,377,1,992,1661
274300,7,2097,3,3,4,2,583,1,1108,1108
466500,10,2633,5,3,5,3,804,2,2633,2633
250000,7,1958,4,3,4,3,936,2,1026,1026
239000,8,1571,4,3,4,3,722,2,1571,1571
91000,6,790,3,2,3,1,160,1,768,790
117000,5,1604,3,2,3,2,660,1,984,984
83000,6,987,3,2,3,1,264,1,483,483
167500,5,1394,3,2,4,2,400,1,384,754
58500,3,864,3,1,3,1,200,1,864,864
237500,6,2117,3,2,3,2,550,1,1205,2117
157000,7,1762,3,3,4,2,576,1,596,998
112000,5,1416,3,2,4,2,576,1,816,1416
105000,6,1258,3,2,3,1,280,1,560,698
125500,4,1154,3,2,4,1,240,1,796,796
250000,7,2784,3,3,4,2,564,1,1392,1392
136000,6,2526,3,2,4,1,216,1,714,1664
377500,9,1746,5,3,5,3,758,2,1746,1746
131000,6,1218,3,2,3,2,440,1,735,869
235000,7,1525,4,3,4,2,541,2,1525,1525
124000,5,1584,3,2,3,3,792,1,1584,1584
123000,5,900,3,2,3,1,288,1,864,900
163000,6,1912,3,2,3,2,672,1,482,1221
246578,7,1500,4,3,4,3,648,2,1356,1500
281213,8,2482,4,3,4,3,642,2,1094,1133
160000,5,1687,3,2,3,2,572,1,747,1687
137500,5,1513,3,2,3,1,180,1,939,939
138000,5,1904,3,2,3,1,240,1,1208,1136
137450,6,1608,3,2,4,1,216,1,976,1160
120000,6,1158,3,2,3,1,208,1,862,950
193000,6,1593,3,2,3,2,398,1,839,864
193879,7,1294,4,3,4,2,662,2,1286,1294
282922,8,1464,4,3,4,3,754,2,1485,1464
105000,3,1214,3,1,3,3,936,1,672,694
275000,8,1646,4,3,4,2,482,2,1594,1646
133000,5,768,3,2,3,2,396,1,768,768
112000,5,833,3,2,3,0,0,1,833,833
125500,4,1363,3,2,3,2,528,1,622,741
215000,7,2093,3,3,3,2,542,1,791,1236
230000,7,1840,4,3,4,2,622,2,944,944
140000,6,1668,3,2,3,1,271,1,856,1112
90000,4,1040,3,2,3,2,420,1,0,1040
257000,8,1844,4,3,4,2,620,2,1844,1844
207000,6,1848,3,2,4,2,370,1,833,1053
175900,7,1569,4,3,4,3,660,2,1386,1569
122500,4,2290,3,2,3,2,560,1,777,1246
340000,8,2450,4,3,4,3,1069,2,1284,1310
124000,5,1144,3,2,3,1,336,1,1144,1144
223000,6,1844,4,2,4,2,540,2,1844,1844
179900,6,1416,3,2,3,2,776,1,708,708
127500,6,1069,3,2,3,2,440,1,1069,1069
136500,6,848,4,2,4,2,420,2,848,848
274970,6,2201,4,2,4,2,432,2,697,1575
144000,5,1344,3,2,3,1,484,1,1024,1344
142000,6,1252,4,2,4,2,528,2,1252,1252
271000,7,2127,4,3,4,2,525,2,1223,1223
140000,5,1558,3,2,3,1,288,1,913,1048
119000,5,804,3,2,4,1,240,1,788,804
182900,6,1440,4,2,4,2,467,2,1440,1440
192140,5,1838,4,2,3,2,372,2,732,734
143750,6,958,3,2,3,2,440,1,958,958
64500,4,968,3,2,3,1,216,1,656,968
186500,6,1792,3,2,3,2,451,1,936,962
160000,5,1126,3,2,3,2,484,1,1126,1126
174000,6,1537,4,2,4,2,462,2,1319,1537
120500,4,864,3,2,3,2,528,1,864,864
394617,8,1932,5,3,5,3,774,2,1932,1932
149700,6,1236,3,2,3,2,923,1,912,1236
197000,7,1725,3,3,3,2,550,1,539,1040
191000,6,2555,3,2,3,2,672,1,588,1423
149300,6,848,4,2,4,2,420,2,848,848
310000,10,2007,5,3,5,3,812,2,1017,1026
121000,6,952,3,2,2,1,192,1,952,952
179600,7,1422,4,3,4,2,626,2,1422,1422
129000,6,913,3,2,3,1,240,1,814,913
157900,5,1188,3,2,3,1,312,1,1188,1188
240000,8,2090,4,3,4,2,556,2,1220,1220
112000,4,1346,3,2,3,1,384,1,560,796
92000,5,630,3,2,5,0,0,1,630,630
136000,5,1792,3,2,3,0,0,1,896,896
287090,8,1578,4,3,5,3,840,2,1573,1578
145000,5,1072,3,2,3,2,525,1,547,1072
84500,5,1140,3,2,3,0,0,1,1140,1140
185000,7,1221,4,3,4,2,400,2,1221,1221
175000,6,1647,3,2,3,2,460,1,953,953
210000,6,2073,3,2,3,2,500,1,1542,2073
266500,7,2340,5,3,4,1,252,2,1152,1188
142125,5,1078,3,2,4,1,240,1,1078,1078
147500,5,1256,4,2,3,1,276,2,1256,1256
